uid,cid
2333, "CLAS242"
3698, "VCULT100"
764, "REC280"
528, "INDG272"
645, "MNS211"
1189, "BIOL479"
1119, "SDS449R"
4692, "HLTH452"
589, "PORT102"
4311, "KIN202"
2591, "PACS312"
4283, "BLKST102"
2602, "HUMSC389"
4270, "SOCWK355R"
1265, "ENGL392B"
2043, "PHIL340"
675, "MNS211"
4761, "PHIL218J"
370, "GEOG215"
3832, "CMW390"
4968, "DAC246"
4488, "BIOL240L"
606, "FINE271"
3433, "PHARM368"
4614, "SDS323R"
1750, "LS221"
186, "STAT206"
1904, "EARTH231"
3131, "CIVE392"
883, "REC313"
3466, "ACTSC432"
1065, "PHYS175"
1611, "PLAN100"
2382, "BME401"
1750, "SDS311R"
1978, "CHEM360"
4928, "ENGL248"
1250, "ERS328"
3073, "AFM476"
2608, "PHIL237"
1904, "FINE319"
2760, "PSCI389"
4117, "KIN221"
1112, "ENGL100A"
635, "PHARM475"
1505, "CHE564"
547, "EMLS110R"
1535, "STAT468"
1413, "PSCI369"
1756, "ENGL318"
384, "THPERF380"
2202, "ECE433"
4630, "AE204"
3034, "LS300"
1841, "ENVS201"
4314, "MSE541"
1475, "ERS383"
1942, "GEOG311"
2123, "PLAN387"
1026, "PLAN320"
3414, "PSYCH486"
2891, "BIOL351"
4782, "GEOG411"
3315, "CHE331"
606, "ENGL203"
2774, "ARTS365"
3508, "PSYCH480"
2258, "PLAN433"
3229, "PHYS225"
108, "ME400A"
1096, "MTE300B"
216, "BET340"
3371, "NE201"
3438, "SDS210R"
2653, "GEOE499"
4104, "ENGL104"
4235, "ERS234"
3865, "PSYCH484"
2076, "FINE344"
4185, "SMF366"
3848, "GSJ208E"
294, "GSJ320"
564, "SE212"
2329, "HUMSC489"
2156, "ECON456"
3910, "GEOG359"
9, "DAC305"
3886, "SYDE542"
2539, "PSCI303"
330, "BIOL351"
1564, "BME564"
3581, "SDS400R"
604, "JS212"
1909, "FINE204"
4136, "RS218"
1803, "AMATH451"
1648, "SMF208"
3654, "ECON255"
3034, "JS218"
2495, "AFM362"
2807, "BME252"
4353, "INDEV490B"
293, "CI155"
1855, "BIOL479"
3801, "KIN416"
512, "INDEV490A"
3974, "SCI206"
4606, "COMMST432"
2169, "ECON487"
62, "SMF491"
1925, "GEOG320"
4271, "CHEM266"
3274, "GBDA305"
1865, "ENBUS403B"
226, "PSYCH212"
4219, "ERS283"
2754, "MSE253"
383, "PSCI324"
3061, "HIST236"
2454, "HUMSC401"
914, "PSYCH212"
4443, "INTEG475B"
3504, "AE301"
4089, "CO380"
850, "CO480"
2624, "SMF212"
731, "NE334"
1271, "PMATH441"
1039, "NE131"
4904, "ACTSC455"
981, "HIST206"
4650, "PHARM474"
934, "BME252"
3046, "COMMST471"
3379, "GEOE280"
3333, "GER301"
4974, "ITALST263"
1292, "SMF111"
2784, "REC252"
2503, "THPERF112"
4438, "REC455"
4539, "LS372"
1389, "HIST388"
587, "OPTOM261"
1671, "ECE298"
1142, "ECON445"
3454, "PLAN415"
2369, "AFM452"
4668, "SYDE553"
1991, "SPAN430"
3540, "CLAS105"
751, "BIOL431"
3844, "NE301"
4823, "REES230"
2125, "STAT202"
3422, "SPAN210"
1814, "HIST313"
742, "SOC248"
1459, "NE454D"
4942, "MATH118"
1256, "CIVE554"
3016, "FINE230"
3930, "LS373"
1319, "PHIL290"
2023, "ERS404"
3155, "RS123"
4936, "LS351"
2696, "PHIL356"
1349, "MATH52"
1670, "AVIA307"
4974, "PMATH343"
2328, "BLKST302"
2602, "ERS221"
1314, "PMATH352"
3099, "ARBUS200"
4497, "ECON423"
3491, "SOCWK300R"
3506, "SMF318"
2623, "REES260"
3720, "MEDVL305"
960, "PSCI250"
349, "ENGL408B"
4261, "FINE343"
4332, "OPTOM152L"
3210, "NE455D"
3577, "PHYS437A"
1762, "PHARM290"
4191, "PACS335"
4668, "LS471"
1300, "SYDE556"
1516, "CS497"
2141, "ECON382"
3834, "COMMST225"
4756, "THPERF499A"
1274, "ENGL132R"
4742, "PORT102"
1775, "PHIL202"
4900, "SOC434"
3334, "RS499"
551, "GSJ262"
2619, "AE450"
1610, "PHIL256"
2406, "GEOE223"
4494, "PHIL302"
2649, "ENGL101B"
3870, "BUS455W"
4338, "CO454"
1053, "ME547"
1628, "CHE498"
527, "ENBUS202"
1573, "MUSIC256"
2719, "DAC203"
1116, "CO439"
2785, "MTHEL498"
703, "PSYCH485"
4640, "STAT467"
2353, "SMF494"
487, "MSE411"
2991, "ARCH570"
3701, "DAC403"
712, "BIOL484"
341, "MTHEL206"
2457, "GEOG323"
3990, "OPTOM255L"
576, "NE226L"
637, "AE310"
675, "STV304"
433, "NE110"
2231, "MNS211"
2875, "PHIL371"
2563, "PLAN408"
4058, "ANTH100"
4334, "HIST206"
2833, "AFM335"
4035, "SOC425"
4861, "PSYCH396"
2376, "EARTH471"
2431, "SDS310R"
2886, "PHYS391"
1618, "CS116"
2886, "PHARM229"
1781, "ERS400"
3867, "MATH124"
1398, "ANTH372"
3596, "MATH211"
4856, "BME402"
2779, "HIST379"
743, "ERS406"
266, "SYDE202"
4447, "GBDA304"
4433, "PHYS434"
1047, "CHINA390R"
1991, "GERON220"
785, "LS203"
1553, "PSYCH490R"
3725, "EARTH458"
4053, "PLAN471"
2032, "HIST347"
2614, "PLAN353"
4187, "GSJ304"
516, "SDS210R"
115, "AFM382"
691, "MTE400A"
1308, "ENGL306F"
843, "PDARCH4"
211, "INDG272"
4156, "GEOG311"
1299, "ECE306"
2337, "BIOL428"
788, "PLAN408"
3320, "CIVE221"
4699, "CLAS461"
4338, "OPTOM367"
1234, "EARTH331"
2002, "PHARM379"
3462, "CLAS486"
3565, "REC425"
866, "ANTH105"
4307, "CHEM495"
2278, "HIST313"
4525, "BIOL442"
3863, "FR291"
312, "ITALST100"
2022, "HIST230"
4483, "JS215"
3972, "HHUM222"
57, "GERON401A"
3787, "LS326"
659, "ME250"
215, "JS228"
3452, "HLTH443"
3068, "CHEM200"
2730, "NE454C"
4114, "HHUM373"
469, "SYDE312"
2097, "PSYCH312"
4939, "KIN357"
275, "ERS328"
394, "GBDA365"
314, "GEOG357"
4453, "THPERF220"
2076, "PMATH352"
1321, "ME101"
9, "CLAS242"
1521, "BIOL350"
3644, "SOC213"
2756, "ENGL460C"
116, "ENGL405"
1792, "ERS337"
2797, "RS275"
2791, "ENVS401"
2136, "CHEM495"
3084, "RS342"
405, "SMF307"
2665, "CS486"
3649, "RS210"
3895, "MUSIC233"
891, "CHEM494A"
3919, "KIN414"
3845, "RS287"
685, "PLAN484"
4030, "CHEM140"
3388, "HLTH335"
2052, "ARCH248"
3036, "MTHEL206"
426, "AFM280"
847, "GEOG471"
4785, "ECE320"
1981, "ANTH221"
4935, "NE330L"
2889, "ECON407"
2223, "SCI238"
4882, "RS301"
1877, "ECE409"
4864, "THPERF379"
4413, "HLTH432B"
334, "ARCH120"
1184, "GER250"
652, "AFM445"
3669, "HLTH173"
3126, "ENVE280"
4712, "KIN307"
3788, "MUSIC371"
4391, "PDARCH3"
4270, "MATH103"
1224, "MUSIC364"
3291, "SDS310R"
2282, "COMMST335"
3037, "GEOG309"
3750, "BIOL499B"
2667, "PHARM380"
3383, "GEOG407"
4513, "ECON436"
3649, "ENVS178"
3566, "BIOL355"
714, "PSYCH457"
1126, "SOC228"
1377, "PHYS275"
236, "MSE431"
1691, "ERS401"
3561, "NE320L"
4397, "FR487"
822, "RS261"
1577, "PLAN205"
2337, "SE101"
4384, "PSCI282"
191, "CO485"
3826, "SYDE362"
2322, "AVIA417"
1096, "ENVS410"
1984, "PHYS435"
3944, "SDS435R"
4075, "GEOE399"
2755, "ARABIC120R"
4267, "PHARM232"
2622, "ARBUS303"
3651, "CLAS104"
3821, "SFM201"
3113, "SI233R"
4643, "OPTOM170"
3960, "CS467"
4424, "EASIA361R"
4544, "RS235"
1242, "AFM111"
615, "LS213"
1458, "GERON401B"
3792, "SWREN470R"
3969, "PSCI231"
4467, "RS263"
3618, "ARBUS300"
1883, "ECON412"
4608, "ITALST271"
991, "STAT206"
1567, "KIN420"
171, "AE303"
3456, "ITAL202"
3894, "ECE445"
3628, "SOC349"
3180, "RS283"
2793, "ENGL362"
2011, "SOC370"
749, "PSYCH264"
2183, "AFM272"
4625, "PHARM474"
4350, "APPLS205R"
4796, "PMATH365"
2288, "INDEV401"
2592, "PHYS467"
3086, "ENGL100C"
4718, "SCI266"
2037, "OPTOM246"
1072, "ITALST312"
4802, "ITALST271"
4135, "LAT291"
4141, "ENGL460A"
4893, "CS475"
2534, "ENVE277"
2682, "SYDE586"
1577, "ENVE495"
4856, "SE302"
3538, "THPERF361"
4174, "MGMT244"
120, "INTEG475B"
2792, "CS452"
629, "PHYS122"
4041, "ERS341"
2625, "ME572"
1361, "AE221"
121, "GSJ347"
2841, "GENE123"
4553, "LS471"
1298, "PHIL218J"
2678, "OPTOM139"
3562, "EASIA337R"
2906, "ASL202R"
3717, "CHE220"
4541, "COMMST420"
2409, "HIST225"
927, "PSYCH232"
805, "PLAN100"
4093, "KIN471"
1796, "ACTSC471"
1402, "MEDVL391"
4153, "AFM208"
687, "MATH97"
130, "CLAS311"
3050, "ERS365"
3977, "BIOL485"
3972, "INTEG340"
3300, "BUS432W"
3818, "REES180"
1476, "BUS283W"
2158, "BET300"
4616, "AFM401"
3095, "SOC355J"
524, "MUSIC380"
1747, "KIN356"
3321, "HIST257"
3215, "PHARM125"
1744, "AMATH453"
4137, "RS348"
1397, "ME459"
2369, "MSE400B"
4013, "INNOV201"
3614, "PSYCH218"
4062, "ENGL346"
2855, "MUSIC333"
2697, "CS457"
4919, "ME557"
1859, "PHYS475"
435, "PMATH333"
26, "ENGL248"
3360, "PSCI482"
4228, "PSCI480"
4844, "MSE240"
1353, "PSCI302"
1465, "FR403"
3020, "PDARCH3"
12, "INDG390"
3268, "BIOL498A"
2251, "PSYCH492"
1962, "SDS350R"
3733, "PSYCH462"
368, "ENGL232"
2634, "BUS111W"
325, "SOC223R"
3532, "CS116"
2348, "ENGL210C"
134, "ECE403"
727, "GEOE115"
4124, "GEOE280"
384, "FR351"
291, "COMMST401"
2641, "BME561"
1577, "PSYCH218"
3824, "PHYS434"
4299, "ENGL101A"
82, "ME321"
1278, "PSCI224"
1252, "THPERF100"
4490, "AE225"
2833, "LS228"
1744, "ECON424"
1363, "SDS495R"
4353, "EASIA101R"
3491, "MSE253"
1735, "OPTOM375L"
1981, "PHIL219J"
2777, "GBDA204"
2206, "MUSIC216"
3304, "ACTSC127"
2297, "AMATH353"
4227, "HIST212"
187, "BIOL490B"
4731, "BASE46"
3843, "HIST370"
4316, "ITAL202"
4473, "GENE21M"
4916, "CHEM200"
2262, "GENE22C"
4501, "GER200"
1130, "CHE341"
2861, "GER230"
243, "CHE514"
460, "ARABIC410R"
3865, "ITAL155"
1448, "SOC305"
2970, "MNS10"
1740, "SMF215"
2694, "BIOL443"
3010, "SOC399R"
2384, "SE202"
1029, "MUSIC217"
200, "PHIL458"
2152, "EASIA101R"
2302, "SMF211"
151, "SI251R"
584, "ME599"
2245, "ENVE391"
1696, "CLAS230"
4822, "SOC320"
1486, "SYDE531"
1521, "ECON100"
2645, "CO372"
260, "RS262"
1765, "BME355"
2316, "THPERF400"
1153, "COMMST324"
514, "FINE291"
1341, "SCI227"
2067, "PSYCH330"
3862, "PSCI250"
312, "INDEV100"
4549, "CS137"
3794, "PSYCH320"
1241, "ECE405A"
2190, "PHYS122L"
2018, "LAT331"
1315, "INTEG251"
4840, "CHE181"
4863, "ENGL101B"
3239, "PMATH321"
4427, "ME598"
4831, "HUMSC498"
2513, "SDS354R"
1640, "KIN202"
1388, "PMATH365"
2922, "SFM101"
4065, "ERS234"
2733, "ENGL309A"
2639, "PSCI479"
4558, "SDS345R"
2320, "STAT464"
925, "ECE358"
118, "AE299"
4718, "PHYS475"
4782, "CHEM264"
3319, "ITALST111"
3702, "ASL201R"
3690, "EARTH439"
4076, "PHARM221"
1079, "PSYCH308"
2812, "CS459"
2416, "CS459"
3051, "NE380L"
3056, "AFM424"
3685, "ENGL327"
4876, "ARCH429"
3819, "EASIA250R"
3682, "JAPAN102R"
1464, "CI155"
608, "ARCH260"
1651, "BIOL484"
4718, "ECON290"
3306, "LS206"
268, "HIST260"
3177, "PSYCH357"
1380, "ITALST111"
3500, "EASIA346R"
3117, "ENBUS410"
1617, "ENVE335"
4236, "PHIL260"
484, "PSYCH492"
1331, "ENGL192"
1841, "ITALST360"
2706, "HIST397"
1, "PSCI244"
4926, "GEOG207"
2768, "OPTOM380"
1327, "HEALTH100"
1301, "BIOL376"
3793, "NE113"
22, "ME526"
1021, "OPTOM347"
1604, "REC433"
762, "BIOL303"
1291, "GEOG303"
2123, "BME400"
3120, "HLTH173"
4122, "AFM362"
2081, "FINE252"
3042, "SI312"
65, "KIN326"
350, "AE315"
2642, "GRK491"
312, "REC219"
3384, "PHYS474"
2322, "SCBUS323"
3030, "PHIL145"
4876, "FINE102"
1911, "PLAN485"
1310, "CHE399"
4382, "CS136"
2665, "ANTH330"
317, "PLAN375"
278, "SWREN490R"
2717, "MEDVL205"
3598, "PSCI370"
1885, "PACS326"
1162, "FINE271"
4548, "MSE392"
990, "SFM413"
3566, "MTE482"
477, "ECE250"
977, "GEOG359"
926, "CHINA401R"
2692, "CS480"
2352, "PHARM466"
3666, "BIOL211"
2001, "CHEM333"
3880, "NE102"
1222, "INDENT302"
3296, "CS445"
4343, "PLAN309"
4653, "ECON422"
612, "NE481"
336, "COMMST220"
42, "FINE256"
3228, "BME402"
4306, "KIN100L"
4950, "HRTS301"
2570, "ARCH485"
639, "SI312"
2282, "ITALST392"
1520, "GER230"
3787, "JAPAN111R"
4253, "ASL101R"
4657, "PHIL416"
1270, "PACS399"
467, "PLAN475"
3658, "PLAN107"
1887, "RS209"
2961, "GER301"
4287, "ECON422"
1746, "JS237"
3501, "CHEM494A"
1771, "ERS375"
751, "CS462"
174, "JAPAN302R"
3622, "ERS446"
4508, "GRK341"
2813, "AMATH343"
4267, "BUS412W"
3002, "AFM477"
2552, "AVIA374"
3336, "LAT332"
4361, "CHEM491B"
3994, "REC203"
2955, "ENGL328"
4037, "COMMST101"
4564, "MUSIC271"
796, "BIOL220"
4708, "GEOE221"
3802, "PSYCH361"
2801, "BET340"
2309, "AMATH271"
1912, "BIOL414"
1400, "ECON491"
3154, "RS216"
3868, "ECE231"
4101, "HLTH103"
1868, "ENGL463"
336, "PHYS467"
3944, "MTE420"
102, "PLAN451"
2522, "PSYCH398R"
4041, "RS150"
1404, "AE299"
3864, "GEOG293"
780, "PLAN103"
3201, "NE201"
2468, "CLAS490B"
2718, "CHEM233L"
4533, "ERS401"
319, "BUS482W"
2639, "ENVE400"
3330, "THPERF406"
1573, "PACS315"
1674, "PD8"
31, "COOP11"
2662, "STV302"
2573, "PLAN387"
4284, "ARCH446"
1203, "AVIA374"
3987, "PHYS275"
4280, "PSCI493"
3868, "COOP7"
758, "MATH138"
4312, "LS305"
2903, "PHYS394"
1661, "ENBUS211"
1599, "OPTOM346"
4138, "SDS449R"
2500, "MTHEL298"
3848, "PHYS474"
1304, "SOC498"
2837, "ARBUS303"
3099, "KIN391"
3775, "GER331"
945, "ENVE298"
1202, "BME581"
4793, "ITALST265"
2994, "SYDE286"
4307, "JAPAN301R"
2417, "EASIA301R"
4706, "SDS411R"
3241, "CS106"
747, "MUSIC231"
4639, "INDEV490B"
2743, "BUS111W"
4670, "MSE300B"
1788, "BUS362W"
1822, "PACS323"
1519, "PHYS474"
3857, "PHYS359"
1032, "MUSIC334"
1398, "THPERF374"
4643, "GEOG415"
1235, "SE380"
1720, "SOC440"
1607, "HIST252"
1906, "INDG272"
968, "AFM275"
1147, "ERS400"
3737, "PHYS342"
4688, "STAT468"
1528, "BIOL365"
2605, "FR487"
246, "CHE398"
994, "SI390R"
4052, "SOC325"
4808, "BME540"
2931, "GER330"
1985, "PD10"
4794, "CHINA402R"
640, "SOC248"
367, "OPTOM377"
3330, "NE491"
1915, "COMMST203"
4268, "BIOL490A"
1873, "BIOL490A"
3283, "REC213"
300, "SYDE542"
1908, "CO351"
3979, "STAT241"
3940, "SCBUS223"
1401, "CDNST212"
2422, "PHARM462"
593, "EARTH232"
3955, "ACTSC453"
3665, "HIST208"
1166, "PHYS467"
2260, "ECON491"
2247, "COMMST228"
2019, "ANTH377"
3385, "CHINA402R"
2593, "HIST237"
2805, "ENVS274"
2778, "MSE491"
2782, "PLAN441"
3049, "FINE330"
1511, "PSCI389"
3139, "ECON451"
1124, "LS363"
2923, "HIST277"
2777, "ACTSC432"
4673, "CLAS221"
2021, "BIOL457"
4924, "LS498"
734, "ACTSC232"
1231, "ITALST349"
4339, "OPTOM245"
4683, "BIOL303"
2663, "LS498"
4209, "GEOE354"
4034, "DAC209"
1803, "BUS462W"
536, "INTEG120"
3536, "MNS101"
4678, "INTEG475A"
4936, "BME552"
3914, "MUSIC492"
601, "GSJ350"
1590, "INTEG499"
2538, "PLAN432"
4573, "ENVE399"
1945, "GER350"
1091, "SCI266"
1613, "ME561"
4960, "CI200"
4739, "GENE22B"
955, "PLAN476"
3387, "NE488"
4894, "FINE261"
2265, "SYDE537"
239, "SMF305"
4742, "ENVE123"
4657, "PHIL422"
826, "PHIL201"
3438, "GER261"
2095, "PSYCH451"
327, "MTE219"
809, "ECON483"
1556, "CHE498"
4684, "INNOV201"
1302, "GEOG411"
3385, "CLAS361"
3587, "CLAS225"
2662, "CIVE298"
332, "DAC307"
1088, "SDS499A"
3887, "HHUM218"
1537, "PHYS10"
3429, "COMMST192"
2682, "PLAN452"
4787, "KIN305"
4048, "PHIL226"
3534, "ARABIC410R"
3240, "REC362"
4342, "SOC329"
1390, "PSYCH470"
1528, "CHEM237L"
4924, "PSCI495"
559, "SCI252"
1931, "NE131"
4632, "SE499"
1149, "ECE474"
1003, "OPTOM377"
1835, "ENVE298"
2196, "CHE161"
1315, "CROAT299"
4313, "MTE241"
4825, "SE491"
491, "GEOG483"
4723, "MSE432"
4866, "EASIA101R"
1050, "SOC328"
2848, "CO331"
2724, "MSE432"
1752, "LS413"
439, "AMATH456"
4143, "OPTOM375L"
3202, "RS254"
2898, "CHEM302"
2660, "SDS400R"
3308, "SOC417"
4723, "PSCI260"
1466, "HIST347"
147, "ECON332"
3993, "PHARM232"
935, "ANTH498"
4470, "CHEM267"
3418, "LS322"
2950, "VCULT401"
3221, "GSJ208L"
1069, "EARTH459"
1567, "NE454A"
1622, "BME550"
784, "GSJ326"
3654, "SOC306"
2306, "PLAN401"
1789, "KIN354"
1376, "ECE457C"
345, "PSYCH218"
3963, "ENVE376"
1818, "KIN431"
3135, "HLTH102"
3138, "UCR191E"
2487, "COMM231"
2607, "HIST191"
3091, "SCI395"
4806, "AMATH350"
3647, "PSCI355"
710, "SCI396"
2202, "PHIL384"
308, "ME574"
4195, "CS452"
1843, "AFM415"
1791, "SDS330R"
580, "MNS221"
2441, "ECE150"
3456, "KIN301"
3526, "CHEM432"
4990, "MATH229"
2170, "GEOG319"
4254, "ME452"
1601, "STV100"
810, "HIST221"
1102, "FINE359"
2980, "SOC375R"
613, "MSE263"
2680, "MSE302"
1094, "PSYCH318"
1584, "GEOG371"
689, "FINE205"
3721, "STAT230"
2820, "BLKST304"
1882, "ENGL208G"
3475, "HIST323"
3030, "MATH225"
1383, "ENGL372"
2371, "BLKST230"
2904, "CS246"
2405, "EARTH122L"
3043, "AFM445"
4498, "ECON322"
4101, "PHARM370"
301, "AE225"
4040, "PACS330"
4368, "MOHAWK101R"
3854, "NE408"
2349, "HIST377R"
4259, "COMMST192"
1498, "AFM485"
2808, "DAC329"
3853, "SWREN431R"
4275, "CO342"
629, "EARTH444"
2305, "BIOL331"
4200, "CIVE230"
4469, "COMMST430"
172, "PLAN102"
2600, "ERS454"
3182, "GENE22D"
38, "ARTS301"
3950, "GENE21Q"
355, "BLKST201"
4068, "BUS452W"
2537, "CS398"
960, "DAC307"
2449, "SMF205"
2601, "ENGL292"
3658, "PSYCH482"
375, "INDEV302"
1382, "SCI230"
64, "GERON245"
406, "ANTH322"
3704, "BIOL370"
559, "CO250"
2929, "ECE474"
177, "LS425"
2756, "RS100"
1478, "PSYCH480"
4470, "BIOL499B"
2173, "THPERF416"
4640, "SMF309"
4951, "ACTSC469"
125, "MTE546"
1931, "PHARM372"
2218, "PMATH343"
1592, "PSCI255"
3789, "HIST205"
4625, "ENGL208C"
4992, "PMATH340"
3616, "PSYCH357"
793, "KIN357"
2226, "COMMST410"
1169, "SMF207"
164, "ECE409"
4246, "HLTH355"
2601, "PSCI254"
570, "FINE344"
3230, "CHEM400"
4166, "PHARM377"
711, "STAT371"
2639, "CS114"
4554, "SOC430"
1418, "OPTOM245L"
2557, "BME411"
4367, "PLAN408"
4867, "PHIL384"
2368, "GBDA301"
3362, "HIST112"
759, "ME526"
1794, "LS305"
2625, "SMF216"
417, "COMMST192"
263, "SMF491"
1204, "ARBUS202"
2444, "CLAS103"
1810, "GER399"
4870, "KIN140L"
3214, "RS206"
3864, "BIOL309"
462, "ITALST394"
3663, "HIST379"
1874, "PLAN408"
3108, "COMMST490"
1705, "BIOL365"
3718, "ERS340"
3456, "ERS340"
272, "RS253"
1263, "HIST236"
1682, "RS220"
3110, "CS490"
3375, "REC472"
586, "AFM273"
2706, "PHIL320"
620, "SOC420"
1067, "AE123"
2012, "MTE482"
579, "AFM470"
2641, "AFM272"
2733, "HIST324"
95, "ENGL208C"
3442, "FINE212"
980, "HIST105"
3551, "ANTH365"
2410, "GEOG436"
1534, "INDG301"
2885, "ENGL362"
3059, "THPERF317"
3975, "EASIA262R"
4578, "ENGL100B"
181, "EARTH435"
416, "HIST256"
4650, "LS496"
1956, "PHARM467"
511, "CS487"
3008, "JS234"
1739, "ACTSC331"
2048, "KIN492"
3698, "ENGL248"
2974, "ENGL129R"
37, "SDS499B"
4266, "SMF241"
4409, "HIST389"
1175, "MSE302"
411, "PMATH465"
4041, "PSCI353"
3494, "SE102"
1054, "CLAS105"
3090, "PSCI490"
1256, "PSCI362"
4932, "CHEM383"
3479, "RS260"
3778, "HLTH230"
773, "PSYCH264"
2704, "PLAN351"
434, "CHEM267"
1719, "ENGL100B"
1887, "FINE247"
1688, "PHARM361"
3858, "MTE597"
1389, "RS272"
3168, "ERS454"
568, "HIST391"
861, "ENGL222"
466, "NE335"
1479, "BME356L"
162, "CO446"
3838, "CHE522"
824, "ENGL200B"
3799, "SDS312R"
2379, "COMMST101"
4169, "HLTH403"
908, "FINE342"
454, "CLAS311"
489, "ENGL470A"
905, "PHARM127"
2553, "INTEG375"
4132, "PLAN445"
4333, "LAT451"
1250, "SWREN411R"
958, "MNS101"
2985, "BIOL403"
1184, "PHIL206"
443, "PLAN451"
129, "GEOG404"
2874, "ENGL326"
3601, "CHE211"
4111, "CLAS100"
725, "PHIL284"
1323, "REC312"
836, "FINE475"
340, "ENGL100B"
23, "GSJ205"
3239, "SMF309"
3478, "CHEM266L"
645, "PD11"
3964, "PSYCH458"
1651, "ENGL208A"
2549, "CHE399"
3823, "ANTH389"
1206, "PLAN349"
3740, "SDS288R"
1208, "LS329"
4909, "RS327"
1364, "REC251"
4068, "SOC440"
4402, "BME581"
2057, "ENGL346"
3868, "HIST349"
1216, "HLTH392"
4103, "OPTOM108"
1594, "DUTCH271"
4022, "ENGL409A"
1262, "ENGL373"
2962, "ME353"
163, "BIOL490D"
4262, "GEOG207"
3193, "PSCI228"
948, "BIOL403"
788, "ANTH430"
1682, "PSCI462"
4584, "ENGL190"
1585, "GSJ306"
2446, "CIVE512"
1106, "CHEM125"
27, "PD19"
263, "DAC203"
2722, "PORT101"
956, "PSYCH393"
1439, "COMMST193"
719, "AMATH453"
2925, "GER101"
3644, "JAPAN302R"
389, "BIOL484"
4250, "AFM347"
4206, "ECE401"
2991, "PSCI380"
279, "MTE420"
3134, "BIOL465"
4036, "SFM102"
4687, "CHE561"
301, "KIN308"
325, "BLKST410"
728, "ECE318"
3660, "MATH245"
4116, "PACS312"
31, "MSE391"
4534, "PLAN484"
804, "SOC270"
1652, "SYDE300"
3125, "HLTH380"
2037, "KIN453"
2446, "DAC401"
2813, "KOREA102R"
230, "SYDE383"
1327, "HLTH479"
1183, "FR152"
1621, "BIOL310"
2369, "STAT206"
1058, "SMF212"
4192, "COMMST490"
2371, "HIST220"
3832, "ARTS190"
4409, "STAT316"
2593, "KIN416"
3708, "ECE108"
4935, "GER299"
1993, "PLAN471"
2144, "PSYCH340"
1329, "ACTSC127"
2305, "EARTH121L"
1624, "MATH239"
833, "EASIA336R"
1172, "BME294"
588, "EARTH336"
1734, "PHIL358"
193, "BLKST244"
2328, "ENGL201"
2376, "ENVS444"
3756, "HIST380"
4938, "ARCH260"
3751, "PSCI432"
74, "ANTH395"
2649, "CHINA320R"
1477, "NE459"
1097, "COMM101"
831, "ENVS476C"
3344, "CS430"
432, "BIOL441"
727, "ITALST296"
1195, "CHE564"
4550, "BIOL351"
1423, "BIOL444"
4208, "ENGL375"
2725, "MTE300B"
1740, "ARCH292"
1357, "OPTOM170"
1924, "OPTOM243"
904, "GSJ307"
4305, "AFM321"
398, "SOC419"
3593, "COMMST402"
2337, "BLKST201"
172, "NE344"
4889, "MNS102"
4992, "KIN320"
2635, "STAT221"
156, "COMMST490"
2323, "RS498"
2437, "HLTH230"
1930, "CHEM356"
3114, "ERS404"
2979, "ENGL470B"
1842, "ERS320"
59, "OPTOM215"
2162, "MTE119"
2398, "EASIA291R"
1888, "ECE350"
3471, "RS450"
3985, "SE464"
3883, "CO255"
4955, "ECE198"
1287, "BIOL484"
666, "LS435"
3116, "BUS283W"
2956, "THPERF244"
961, "ENGL347"
2641, "GSJ320"
3597, "ME203"
1286, "CHEM125L"
362, "GSJ334"
2109, "GBDA414"
1583, "PHIL271"
1616, "ENBUS475"
3297, "PSCI426"
1452, "KIN403"
4381, "ENBUS203"
4397, "ARCH484"
764, "ME563"
4766, "KIN204L"
3342, "CS453"
5000, "HIST374"
3393, "ECE318"
3519, "GEOG187"
4866, "DAC403"
3818, "EARTH421"
1831, "PHARM230"
2301, "AFM127"
4118, "AE399"
1422, "SYDE381"
4829, "ARABIC120R"
3617, "ENBUS202"
1756, "SOC406"
1293, "PHIL202"
1389, "ERS372"
134, "GER308"
1412, "SOC213"
1024, "PLAN452"
4269, "SWREN321R"
1431, "LS471"
1541, "CIVE280"
70, "SYDE102"
4671, "THPERF371"
4929, "PSCI420"
4051, "HLTH427"
3290, "CS489"
2297, "ECE351"
4764, "MUSIC317"
4757, "LS271"
3108, "MTE322"
4725, "EARTH461"
2275, "PSYCH459"
4907, "BLKST103"
3682, "PD20"
1274, "SE490"
781, "PACS333"
2579, "NE345"
2402, "ENGL309G"
494, "COMMST193"
4196, "KIN431"
431, "RS310"
941, "BET350"
3392, "HLTH461"
4128, "SOC307"
73, "CHEM310"
2193, "ENGL366"
57, "CFM101"
1469, "CS453"
3880, "PMATH347"
198, "BIOL359"
1374, "SDS331R"
2655, "ECE208"
4066, "MSE300B"
255, "SYDE401"
1066, "AE573"
1185, cid
4684, "PLAN100"
3219, "ECE405C"
602, "ARCH429"
2630, "RS383"
3309, "ENBUS314"
4016, "CMW390"
2828, "PHIL326J"
3480, "PSCI488"
4634, "PLAN346"
2133, "THPERF343"
570, "SDS495R"
3135, "MUSIC327"
2163, "HIST207"
4889, "PHYS460A"
2637, "RS354"
3785, "SOC375R"
3941, "OPTOM252L"
2872, "LS327"
2760, "SDS330R"
360, "ECE457B"
3757, "ECE102"
1222, "ECE360"
1264, "SYDE554"
4025, "PHYS111"
139, "GEOG475"
3451, "CIVE398"
2797, "SMF490"
4588, "ANTH455"
4826, "ECON212"
